City,State,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born,Average Household Size,State Code,Race,Count
Waterbury,Connecticut,36.2,52235.0,56572.0,108807,3493.0,19967.0,2.71,CT,American Indian and Alaska Native,492
New Braunfels,Texas,37.0,33071.0,36852.0,69923,5204.0,5405.0,2.85,TX,Hispanic or Latino,22522
Stamford,Connecticut,35.4,64941.0,63936.0,128877,2269.0,44003.0,2.7,CT,Hispanic or Latino,33197
Frederick,Maryland,36.1,33146.0,36336.0,69482,3870.0,14211.0,2.48,MD,Black or African-American,13372
Paterson,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,American Indian and Alaska Native,1083
Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,1131.0,63413.0,3.18,NJ,American Indian and Alaska Native,797
Bellingham,Washington,30.7,41286.0,43857.0,85143,4703.0,8713.0,2.44,WA,White,74183
The Woodlands,Texas,38.8,56083.0,63061.0,119144,8351.0,21188.0,2.93,TX,American Indian and Alaska Native,2427
Salem,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,Black or African-American,3770
Carlsbad,California,42.1,55119.0,58347.0,113466,6031.0,17689.0,2.68,CA,Asian,11948
Tustin,California,33.4,39511.0,41052.0,80563,2434.0,25034.0,3.27,CA,White,39660
Portland,Maine,40.3,31480.0,35392.0,66872,3666.0,9229.0,2.13,ME,Asian,3696
Dallas,Texas,32.6,639019.0,661063.0,1300082,41026.0,326825.0,2.59,TX,American Indian and Alaska Native,17510
Westminster,Colorado,37.8,54866.0,58251.0,113117,6512.0,11361.0,2.63,CO,Asian,8668
Asheville,North Carolina,37.9,42100.0,46407.0,88507,4973.0,6630.0,2.18,NC,Hispanic or Latino,4146
Jurupa Valley,California,33.8,49430.0,50884.0,100314,3833.0,25338.0,3.87,CA,Hispanic or Latino,66525
Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,15217.0,70769.0,2.26,MN,Black or African-American,89996
Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,10548.0,56514.0,2.58,MN,White,191369
Kennewick,Washington,32.0,38492.0,40411.0,78903,5158.0,8376.0,2.78,WA,Black or African-American,2887
Springdale,Arkansas,31.8,36840.0,43614.0,80454,3397.0,19969.0,3.04,AR,Black or African-American,1859
Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,White,79931
Beaumont,Texas,31.6,57326.0,60784.0,118110,7584.0,10516.0,2.47,TX,Asian,4079
Lakewood,California,39.9,41523.0,40069.0,81592,4094.0,18274.0,3.13,CA,Black or African-American,6123
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,2951.0,15212.0,3.42,IL,Hispanic or Latino,16904
Cincinnati,Ohio,32.7,143654.0,154883.0,298537,13699.0,16896.0,2.08,OH,Black or African-American,133430
Schaumburg,Illinois,36.9,35971.0,39840.0,75811,2019.0,24614.0,2.72,IL,American Indian and Alaska Native,633
Tempe,Arizona,28.8,91350.0,84476.0,175826,7058.0,26620.0,2.44,AZ,White,130346
Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,Asian,8546
Rockford,Illinois,36.3,71076.0,78270.0,149346,8894.0,18323.0,2.52,IL,Hispanic or Latino,28923
Meridian,Idaho,38.0,43353.0,47400.0,90753,5640.0,8110.0,2.54,ID,American Indian and Alaska Native,492
Waukegan,Illinois,32.3,45514.0,42833.0,88347,3404.0,30997.0,2.92,IL,White,65629
Santa Clarita,California,38.1,90192.0,92175.0,182367,8537.0,40666.0,3.02,CA,Hispanic or Latino,56944
Detroit,Michigan,34.8,319265.0,357859.0,677124,29511.0,39861.0,2.6,MI,American Indian and Alaska Native,6007
Norwalk,California,35.0,53125.0,54020.0,107145,3027.0,39396.0,3.88,CA,American Indian and Alaska Native,1165
Medford,Oregon,38.6,39606.0,40189.0,79795,6632.0,6185.0,2.65,OR,White,75464
Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,5846.0,3755.0,2.58,MO,American Indian and Alaska Native,1018
Redding,California,38.8,42530.0,49049.0,91579,6926.0,5181.0,2.42,CA,White,81244
Lewisville,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,American Indian and Alaska Native,1371
Racine,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,Hispanic or Latino,18215
Bk,California,37.0,50405.0,54909.0,105314,4048.0,32435.0,2.52,CA,American Indian and Alaska Native,1639
Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,Hispanic or Latino,13159
Long Beach,California,34.6,238159.0,236013.0,474172,17463.0,127764.0,2.78,CA,Hispanic or Latino,207890
Pasadena,Texas,31.5,78827.0,74959.0,153786,5735.0,38072.0,2.95,TX,American Indian and Alaska Native,1993
Worcester,Massachusetts,34.9,90951.0,93855.0,184806,9408.0,36907.0,2.43,MA,Hispanic or Latino,39000
Toms River,New Jersey,43.7,43864.0,43886.0,87750,5042.0,6852.0,2.71,NJ,Hispanic or Latino,10267
Carmel,Indiana,39.9,42928.0,46101.0,89029,2723.0,9645.0,2.71,IN,Black or African-American,2171
Redwood City,California,37.1,42676.0,42624.0,85300,2430.0,27652.0,2.64,CA,White,51019
Perris,California,26.9,41623.0,33336.0,74959,1321.0,23277.0,4.78,CA,Hispanic or Latino,54398
Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,72042.0,573463.0,2.53,IL,White,1374535
Kissimmee,Florida,36.7,33283.0,35869.0,69152,2449.0,16879.0,3.01,FL,Black or African-American,6623
Renton,Washington,36.3,52779.0,47468.0,100247,5032.0,28962.0,2.57,WA,American Indian and Alaska Native,2338
Kansas City,Missouri,35.9,228430.0,246931.0,475361,24710.0,37787.0,2.35,MO,White,296623
Gilbert,Arizona,33.2,116711.0,130812.0,247523,10817.0,24531.0,3.2,AZ,Asian,19740
Lynwood,California,29.4,35634.0,36371.0,72005,776.0,28061.0,4.43,CA,Asian,994
Salt Lake City,Utah,32.1,98364.0,94296.0,192660,6829.0,32166.0,2.38,UT,American Indian and Alaska Native,3488
Plano,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,Hispanic or Latino,42959
Springfield,Illinois,38.8,55639.0,62170.0,117809,7525.0,4264.0,2.22,IL,Black or African-American,25327
Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5012.0,5757.0,2.41,MN,American Indian and Alaska Native,1169
Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,17728.0,28187.0,2.13,PA,Hispanic or Latino,9266
Temecula,California,34.2,54407.0,57619.0,112026,7587.0,18884.0,3.34,CA,Asian,14532
Moreno Valley,California,30.7,98584.0,105597.0,204181,8529.0,54442.0,3.9,CA,Asian,11912
Hampton,Virginia,35.5,66214.0,70240.0,136454,19638.0,6204.0,2.48,VA,Asian,4561
Norwalk,Connecticut,42.4,40880.0,47603.0,88483,2877.0,22328.0,2.7,CT,White,67844
Wyoming,Michigan,32.8,35967.0,39310.0,75277,3447.0,8612.0,2.65,MI,American Indian and Alaska Native,2444
Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,3650.0,18033.0,2.41,MI,Asian,10759
Shawnee,Kansas,40.1,32313.0,32745.0,65058,3575.0,4136.0,2.64,KS,Asian,3093
Chandler,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,American Indian and Alaska Native,6601
Riverside,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,Hispanic or Latino,160697
Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,7823.0,5404.0,2.32,IA,Black or African-American,11921
Mountain View,California,33.5,42493.0,37945.0,80438,1376.0,31857.0,2.46,CA,Hispanic or Latino,16397
Skokie,Illinois,43.4,31382.0,33437.0,64819,1066.0,27424.0,2.78,IL,White,40642
Concord,North Carolina,35.7,42732.0,44961.0,87693,4621.0,8847.0,2.72,NC,Asian,3566
Edmond,Oklahoma,32.5,45191.0,44899.0,90090,5006.0,5585.0,2.68,OK,White,78979
Kenner,Louisiana,36.9,33993.0,33113.0,67106,2485.0,12352.0,2.57,LA,Asian,2729
Sacramento,California,33.7,237724.0,252991.0,490715,19698.0,112579.0,2.73,CA,Asian,105063
Redlands,California,36.2,33993.0,37035.0,71028,3445.0,8681.0,2.82,CA,Hispanic or Latino,19698
Ellicott City,Maryland,42.4,34406.0,36526.0,70932,3856.0,17587.0,2.73,MD,American Indian and Alaska Native,396
Jurupa Valley,California,33.8,49430.0,50884.0,100314,3833.0,25338.0,3.87,CA,American Indian and Alaska Native,1554
Tracy,California,35.5,43156.0,43937.0,87093,3025.0,25410.0,3.42,CA,Asian,16856
Bossier City,Louisiana,32.7,33428.0,34669.0,68097,8108.0,2980.0,2.4,LA,American Indian and Alaska Native,630
Passaic,New Jersey,30.4,36505.0,34577.0,71082,693.0,24174.0,3.56,NJ,White,30352
Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,61995.0,205339.0,2.61,PA,American Indian and Alaska Native,17500
Asheville,North Carolina,37.9,42100.0,46407.0,88507,4973.0,6630.0,2.18,NC,Black or African-American,9078
Brandon,Florida,36.1,55679.0,58289.0,113968,9417.0,16390.0,2.64,FL,American Indian and Alaska Native,1921
Grand Prairie,Texas,33.1,90811.0,96944.0,187755,7073.0,44888.0,3.18,TX,White,113981
Memphis,Tennessee,34.1,312237.0,343523.0,655760,31189.0,43318.0,2.55,TN,American Indian and Alaska Native,4127
Baldwin Park,California,35.8,38747.0,38309.0,77056,780.0,34322.0,4.13,CA,Black or African-American,1560
San Diego,California,34.5,693826.0,701081.0,1394907,92489.0,373842.0,2.73,CA,Black or African-American,111650
Lorain,Ohio,35.6,30844.0,32807.0,63651,4905.0,1531.0,2.52,OH,Black or African-American,16388
Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,8972.0,19176.0,2.56,MI,American Indian and Alaska Native,3436
Saint Charles,Missouri,34.9,32054.0,36747.0,68801,4371.0,5274.0,2.33,MO,Black or African-American,6842
Bay,Texas,32.9,37977.0,37508.0,75485,3478.0,13192.0,2.59,TX,Asian,2819
Iowa City,Iowa,25.5,37089.0,37138.0,74227,2047.0,9202.0,2.36,IA,White,59839
Metairie,Louisiana,41.6,69515.0,76943.0,146458,7187.0,19871.0,2.39,LA,Black or African-American,17263
Chandler,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,White,207993
Downey,California,37.3,53006.0,61205.0,114211,2281.0,39977.0,3.45,CA,White,77220
Fort Worth,Texas,32.6,414126.0,422843.0,836969,39182.0,143404.0,2.88,TX,Black or African-American,167449
Thousand Oaks,California,44.8,65113.0,64216.0,129329,6323.0,25330.0,2.79,CA,Asian,16134
Warren,Michigan,43.2,64063.0,71293.0,135356,7806.0,18822.0,2.45,MI,American Indian and Alaska Native,1516
Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,2495.0,27757.0,2.06,MA,Black or African-American,11880
Chula Vista,California,34.6,131485.0,134269.0,265754,12368.0,82710.0,3.32,CA,Hispanic or Latino,156522
Columbus,Ohio,32.5,413981.0,435086.0,849067,40238.0,101129.0,2.4,OH,Asian,48974
Boulder,Colorado,29.0,56342.0,51000.0,107342,4061.0,12993.0,2.24,CO,Black or African-American,1615
New Haven,Connecticut,29.9,63765.0,66545.0,130310,2567.0,25871.0,2.48,CT,Asian,7966
Cedar Park,Texas,34.4,31248.0,33589.0,64837,3090.0,5207.0,3.05,TX,Black or African-American,3667
San Antonio,Texas,33.1,721405.0,748419.0,1469824,109089.0,208046.0,2.93,TX,White,1240092
Kansas City,Missouri,35.9,228430.0,246931.0,475361,24710.0,37787.0,2.35,MO,Black or African-American,147739
Vacaville,California,35.8,50091.0,46703.0,96794,9064.0,10577.0,2.9,CA,Asian,9273
Portsmouth,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,Hispanic or Latino,3896
Fullerton,California,34.5,69549.0,71300.0,140849,5394.0,43404.0,2.97,CA,Black or African-American,5241
The Villages,Florida,70.5,,,72590,15231.0,4034.0,,FL,White,72211
Manteca,California,35.3,37053.0,38397.0,75450,3936.0,13942.0,3.25,CA,White,56156
Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,23213.0,101312.0,2.69,HI,American Indian and Alaska Native,5592
Hartford,Connecticut,31.0,58042.0,65972.0,124014,3130.0,28467.0,2.59,CT,Black or African-American,49939
Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,8252.0,3732.0,2.51,NC,White,51245
Shawnee,Kansas,40.1,32313.0,32745.0,65058,3575.0,4136.0,2.64,KS,American Indian and Alaska Native,485
Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,4534.0,22135.0,2.61,FL,Black or African-American,9575
Plantation,Florida,40.6,42881.0,49674.0,92555,4037.0,27902.0,2.73,FL,Asian,3954
Melbourne,Florida,43.4,39180.0,40956.0,80136,8363.0,9685.0,2.37,FL,Asian,5186
Clifton,New Jersey,38.5,41932.0,44409.0,86341,2603.0,27979.0,3.11,NJ,White,51516
Folsom,California,40.9,41051.0,35317.0,76368,4187.0,13234.0,2.62,CA,American Indian and Alaska Native,998
Fairfield,California,34.7,55550.0,57422.0,112972,8607.0,24503.0,3.14,CA,Asian,22428
Pittsburg,California,34.5,33309.0,36118.0,69427,2109.0,21043.0,3.15,CA,Black or African-American,14931
Gilbert,Arizona,33.2,116711.0,130812.0,247523,10817.0,24531.0,3.2,AZ,White,211322
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,Hispanic or Latino,51786
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,7429.0,2375.0,2.31,SD,Asian,2170
Cleveland,Ohio,36.0,186436.0,201623.0,388059,19849.0,18830.0,2.24,OH,Hispanic or Latino,40603
Hillsboro,Oregon,35.3,50926.0,51434.0,102360,6625.0,19531.0,2.68,OR,White,81072
Pharr,Texas,26.9,35242.0,41293.0,76535,1376.0,25532.0,3.67,TX,Hispanic or Latino,72995
Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,Asian,6547
Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,2943.0,7645.0,2.64,MN,Asian,6088
High Point,North Carolina,35.5,51751.0,58077.0,109828,5204.0,16315.0,2.65,NC,Black or African-American,39369
San Jose,California,36.5,518317.0,508602.0,1026919,27269.0,401493.0,3.13,CA,Hispanic or Latino,331232
Newport News,Virginia,32.8,88385.0,94000.0,182385,18896.0,12589.0,2.46,VA,Asian,8275
Sunnyvale,California,35.7,79480.0,72280.0,151760,3900.0,71441.0,2.74,CA,Black or African-American,4210
Schenectady,New York,36.7,32398.0,32901.0,65299,3388.0,10961.0,2.82,NY,Black or African-American,15640
Paterson,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,Black or African-American,45858
Salinas,California,30.4,77765.0,79621.0,157386,4020.0,58693.0,3.72,CA,Hispanic or Latino,121196
Moreno Valley,California,30.7,98584.0,105597.0,204181,8529.0,54442.0,3.9,CA,Hispanic or Latino,120610
Laguna Niguel,California,45.8,30193.0,35619.0,65812,2648.0,12571.0,2.58,CA,Asian,8499
Merced,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,Black or African-American,6464
Lafayette,Indiana,33.5,34313.0,36857.0,71170,5045.0,5697.0,2.19,IN,Hispanic or Latino,9151
Buffalo,New York,33.1,124537.0,133529.0,258066,11231.0,24630.0,2.27,NY,Hispanic or Latino,29656
Mountain View,California,33.5,42493.0,37945.0,80438,1376.0,31857.0,2.46,CA,White,51400
Flower Mound,Texas,40.2,35200.0,35824.0,71024,4217.0,6860.0,3.01,TX,Black or African-American,3559
Plano,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,White,195220
Santa Monica,California,40.6,46732.0,46487.0,93219,2008.0,24448.0,2.0,CA,White,70365
Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,3408.0,13177.0,2.44,AR,Hispanic or Latino,17104
Billings,Montana,36.3,52705.0,57565.0,110270,9121.0,3206.0,2.4,MT,Asian,1873
Mountain View,California,33.5,42493.0,37945.0,80438,1376.0,31857.0,2.46,CA,Black or African-American,1974
Pine Hills,Florida,29.2,35344.0,40737.0,76081,2594.0,20735.0,3.3,FL,White,10029
Killeen,Texas,29.2,69442.0,71367.0,140809,24281.0,15769.0,2.72,TX,White,75823
Berkeley,California,32.5,60142.0,60829.0,120971,3736.0,25000.0,2.35,CA,Asian,27089
Santa Clara,California,35.2,63278.0,62938.0,126216,4426.0,52281.0,2.75,CA,White,55847
New Britain,Connecticut,33.4,37350.0,35459.0,72809,2219.0,15080.0,2.52,CT,White,56431
Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,15217.0,70769.0,2.26,MN,Hispanic or Latino,39981
Miramar,Florida,36.6,66157.0,70958.0,137115,3077.0,57179.0,3.41,FL,White,58914
Yonkers,New York,38.0,96580.0,104538.0,201118,4801.0,61247.0,2.8,NY,Asian,13981
Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,12416.0,34003.0,2.91,FL,White,135049
Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,37443.0,58200.0,2.49,NM,Asian,25140
Livonia,Michigan,47.4,45369.0,49264.0,94633,5397.0,7175.0,2.52,MI,Hispanic or Latino,1772
Kennewick,Washington,32.0,38492.0,40411.0,78903,5158.0,8376.0,2.78,WA,Asian,4252
Newport News,Virginia,32.8,88385.0,94000.0,182385,18896.0,12589.0,2.46,VA,White,95151
Plymouth,Minnesota,38.4,39035.0,36893.0,75928,4158.0,8830.0,2.46,MN,Asian,5561
Sunrise,Florida,37.7,41471.0,51235.0,92706,4108.0,38209.0,2.98,FL,Asian,3501
Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,4840.0,8827.0,2.72,CO,American Indian and Alaska Native,1480
Lewisville,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,Asian,12412
West Palm Beach,Florida,39.6,49262.0,57520.0,106782,4917.0,30675.0,2.53,FL,American Indian and Alaska Native,406
Fishers,Indiana,34.5,42161.0,43910.0,86071,2469.0,6138.0,2.8,IN,Black or African-American,6873
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,2951.0,15212.0,3.42,IL,American Indian and Alaska Native,323
Vacaville,California,35.8,50091.0,46703.0,96794,9064.0,10577.0,2.9,CA,Black or African-American,18023
Norwalk,California,35.0,53125.0,54020.0,107145,3027.0,39396.0,3.88,CA,White,46998
Shawnee,Kansas,40.1,32313.0,32745.0,65058,3575.0,4136.0,2.64,KS,Hispanic or Latino,4864
Kennewick,Washington,32.0,38492.0,40411.0,78903,5158.0,8376.0,2.78,WA,White,65228
Toledo,Ohio,36.1,135455.0,144323.0,279778,15286.0,9257.0,2.29,OH,Hispanic or Latino,23614
South Gate,California,32.5,47758.0,48641.0,96399,724.0,40571.0,3.97,CA,American Indian and Alaska Native,618
El Cajon,California,32.7,54450.0,49238.0,103688,7103.0,31865.0,3.14,CA,Asian,4561
Pasco,Washington,28.6,35298.0,32799.0,68097,2052.0,16265.0,3.45,WA,White,55741
Pittsburg,California,34.5,33309.0,36118.0,69427,2109.0,21043.0,3.15,CA,Hispanic or Latino,28605
Gastonia,North Carolina,36.9,35527.0,39023.0,74550,3537.0,5715.0,2.67,NC,American Indian and Alaska Native,603
Anchorage,Alaska,32.2,152945.0,145750.0,298695,27492.0,33258.0,2.77,AK,White,212696
Bellevue,Washington,37.4,70763.0,69051.0,139814,5382.0,54654.0,2.43,WA,American Indian and Alaska Native,1949
Jersey City,New Jersey,34.3,131765.0,132512.0,264277,4374.0,109186.0,2.57,NJ,Black or African-American,65051
Lawton,Oklahoma,31.1,51099.0,45560.0,96659,11572.0,6123.0,2.72,OK,White,63948
Bellflower,California,33.4,38936.0,39498.0,78434,2154.0,24607.0,3.58,CA,Asian,10764
Salinas,California,30.4,77765.0,79621.0,157386,4020.0,58693.0,3.72,CA,American Indian and Alaska Native,2855
Laredo,Texas,28.8,124305.0,131484.0,255789,4921.0,68427.0,3.66,TX,Asian,1963
West Palm Beach,Florida,39.6,49262.0,57520.0,106782,4917.0,30675.0,2.53,FL,Asian,3191
Orange,California,35.0,67337.0,73658.0,140995,3993.0,34550.0,3.14,CA,White,100083
Baldwin Park,California,35.8,38747.0,38309.0,77056,780.0,34322.0,4.13,CA,White,36890
Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,14521.0,24302.0,2.47,NC,Asian,6484
Cranston,Rhode Island,39.9,38365.0,42712.0,81077,4702.0,10631.0,2.56,RI,White,64806
Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,2943.0,7645.0,2.64,MN,American Indian and Alaska Native,549
Milpitas,California,36.8,40098.0,37519.0,77617,1608.0,39436.0,3.32,CA,Asian,52617
San Clemente,California,45.2,34076.0,31456.0,65532,3970.0,8109.0,2.64,CA,Black or African-American,251
Round Rock,Texas,34.9,56646.0,59193.0,115839,6804.0,18237.0,3.13,TX,American Indian and Alaska Native,1551
Kent,Washington,33.4,61825.0,65137.0,126962,7985.0,38175.0,3.06,WA,American Indian and Alaska Native,3651
Clearwater,Florida,47.0,55225.0,57754.0,112979,10631.0,17686.0,2.4,FL,Black or African-American,12369
Dallas,Texas,32.6,639019.0,661063.0,1300082,41026.0,326825.0,2.59,TX,Black or African-American,322570
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,2951.0,15212.0,3.42,IL,White,40458
Harlingen,Texas,30.1,32404.0,33365.0,65769,2761.0,10391.0,3.0,TX,Hispanic or Latino,51727
Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,20247.0,28567.0,2.42,FL,Hispanic or Latino,20483
Riverview,Florida,32.2,44210.0,45536.0,89746,6943.0,12240.0,3.22,FL,Black or African-American,15159
Portland,Oregon,36.7,313516.0,318671.0,632187,29940.0,86041.0,2.43,OR,White,524258
Palmdale,California,32.6,76361.0,81989.0,158350,6388.0,41974.0,3.54,CA,White,73480
Concord,California,39.6,62310.0,66358.0,128668,6287.0,37428.0,2.72,CA,White,92575
Pasco,Washington,28.6,35298.0,32799.0,68097,2052.0,16265.0,3.45,WA,Asian,2215
Parma,Ohio,40.8,38425.0,41518.0,79943,5028.0,6909.0,2.42,OH,Asian,974
Enterprise,Nevada,34.1,69146.0,66328.0,135474,7526.0,31173.0,2.89,NV,Asian,35444
North Charleston,South Carolina,30.7,56549.0,55315.0,111864,9651.0,8789.0,2.82,SC,Asian,4181
Alafaya,Florida,33.5,39504.0,45760.0,85264,4176.0,15842.0,2.94,FL,Hispanic or Latino,34897
San Clemente,California,45.2,34076.0,31456.0,65532,3970.0,8109.0,2.64,CA,Asian,4296
Columbia,South Carolina,28.0,67686.0,65707.0,133393,5708.0,6074.0,2.32,SC,White,73232
Ogden,Utah,31.3,44323.0,41127.0,85450,5080.0,12791.0,2.68,UT,Asian,1911
Salinas,California,30.4,77765.0,79621.0,157386,4020.0,58693.0,3.72,CA,White,95283
Oxnard,California,31.0,101906.0,105346.0,207252,6367.0,78678.0,4.08,CA,Black or African-American,7183
Kansas City,Kansas,33.4,74606.0,76655.0,151261,8139.0,25507.0,2.71,KS,American Indian and Alaska Native,2749
Sioux City,Iowa,34.3,38827.0,43949.0,82776,4093.0,7471.0,2.57,IA,Black or African-American,3994
Sioux City,Iowa,34.3,38827.0,43949.0,82776,4093.0,7471.0,2.57,IA,Hispanic or Latino,15602
Bayonne,New Jersey,39.7,32705.0,33598.0,66303,2225.0,21899.0,2.62,NJ,Black or African-American,7581
Concord,California,39.6,62310.0,66358.0,128668,6287.0,37428.0,2.72,CA,Asian,17453
Palm Coast,Florida,48.8,39489.0,42632.0,82121,7950.0,9084.0,2.76,FL,Hispanic or Latino,8706
Evanston,Illinois,36.8,34146.0,41377.0,75523,2058.0,15003.0,2.29,IL,American Indian and Alaska Native,544
Plymouth,Minnesota,38.4,39035.0,36893.0,75928,4158.0,8830.0,2.46,MN,Black or African-American,6938
El Cajon,California,32.7,54450.0,49238.0,103688,7103.0,31865.0,3.14,CA,Hispanic or Latino,31542
Corona,California,37.1,79749.0,84493.0,164242,7709.0,42131.0,2.97,CA,American Indian and Alaska Native,2268
